PassengerId,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
543,3,female,11,4,2,Regular,31.275,,S,0
611,3,female,39,1,5,Regular,31.275,,S,0
814,3,female,6,4,2,Regular,31.275,,S,0
851,3,male,4,4,2,Regular,31.275,,S,0
268,3,male,25,1,0,Regular,7.775,,S,1
555,3,female,22,0,0,Regular,7.775,,S,1
808,3,female,18,0,0,Regular,7.775,,S,0
64,3,male,4,3,2,Regular,27.9,,S,0
168,3,female,45,1,4,Regular,27.9,,S,0
361,3,male,40,1,4,Regular,27.9,,S,0
635,3,female,9,3,2,Regular,27.9,,S,0
643,3,female,2,3,2,Regular,27.9,,S,0
820,3,male,10,3,2,Regular,27.9,,S,0
805,3,male,27,0,0,Regular,6.975,,S,1
282,3,male,28,0,0,Regular,7.8542,,S,0
92,3,male,20,0,0,Regular,7.8542,,S,0
834,3,male,23,0,0,Regular,7.8542,,S,0
316,3,female,26,0,0,Regular,7.8542,,S,1
9,3,female,27,0,2,Regular,11.1333,,S,1
173,3,female,1,1,1,Regular,11.1333,,S,1
870,3,male,4,1,1,Regular,11.1333,,S,1
632,3,male,51,0,0,Regular,7.0542,,S,0
739,3,male,,0,0,Regular,7.8958,,S,0
795,3,male,25,0,0,Regular,7.8958,,S,0
754,3,male,23,0,0,Regular,7.8958,,S,0
567,3,male,19,0,0,Regular,7.8958,,S,0
288,3,male,22,0,0,Regular,7.8958,,S,0
106,3,male,28,0,0,Regular,7.8958,,S,0
77,3,male,,0,0,Regular,7.8958,,S,0
515,3,male,24,0,0,Regular,7.4958,,S,0
664,3,male,36,0,0,Regular,7.4958,,S,0
878,3,male,19,0,0,Regular,7.8958,,S,0
848,3,male,35,0,0,Regular,7.8958,,C,0
602,3,male,,0,0,Regular,7.8958,,S,0
102,3,male,,0,0,Regular,7.8958,,S,0
30,3,male,,0,0,Regular,7.8958,,S,0
879,3,male,,0,0,Regular,7.8958,,S,0
740,3,male,,0,0,Regular,7.8958,,S,0
322,3,male,27,0,0,Regular,7.8958,,S,0
651,3,male,,0,0,Regular,7.8958,,S,0
411,3,male,,0,0,Regular,7.8958,,S,0
657,3,male,,0,0,Regular,7.8958,,S,0
629,3,male,26,0,0,Regular,7.8958,,S,0
336,3,male,,0,0,Regular,7.8958,,S,0
385,3,male,,0,0,Regular,7.8958,,S,0
688,3,male,19,0,0,Regular,10.1708,,S,0
647,3,male,19,0,0,Regular,7.8958,,S,0
295,3,male,24,0,0,Regular,7.8958,,S,0
224,3,male,,0,0,Regular,7.8958,,S,0
294,3,female,24,0,0,Regular,8.85,,S,0
50,3,female,18,1,0,Regular,17.8,,S,0
354,3,male,25,1,0,Regular,17.8,,S,0
286,3,male,33,0,0,Regular,8.6625,,C,0
456,3,male,29,0,0,Regular,7.8958,,C,1
131,3,male,33,0,0,Regular,7.8958,,C,0
520,3,male,32,0,0,Regular,7.8958,,S,0
314,3,male,28,0,0,Regular,7.8958,,S,0
798,3,female,31,0,0,Regular,8.6833,,S,1
101,3,female,28,0,0,Regular,7.8958,,S,0
607,3,male,30,0,0,Regular,7.8958,,S,0
190,3,male,36,0,0,Regular,7.8958,,S,0
871,3,male,26,0,0,Regular,7.8958,,S,0
109,3,male,38,0,0,Regular,7.8958,,S,0
562,3,male,40,0,0,Regular,7.8958,,S,0
522,3,male,22,0,0,Regular,7.8958,,S,0
43,3,male,,0,0,Regular,7.8958,,C,0
421,3,male,,0,0,Regular,7.8958,,C,0
692,3,female,4,0,1,Regular,13.4167,,C,1
882,3,male,33,0,0,Regular,7.8958,,S,0
8,3,male,2,3,1,Regular,21.075,,S,0
25,3,female,8,3,1,Regular,21.075,,S,0
375,3,female,3,3,1,Regular,21.075,,S,0
568,3,female,29,0,4,Regular,21.075,,S,0
606,3,male,36,1,0,Regular,15.55,,S,0
676,3,male,18,0,0,Regular,7.775,,S,0
705,3,male,26,1,0,Regular,7.8542,,S,0
861,3,male,41,2,0,Regular,14.1083,,S,0
624,3,male,21,0,0,Regular,7.8542,,S,0
392,3,male,21,0,0,Regular,7.7958,,S,1
500,3,male,24,0,0,Regular,7.7958,,S,0
689,3,male,18,0,0,Regular,7.7958,,S,0
757,3,male,28,0,0,Regular,7.7958,,S,0
147,3,male,27,0,0,Regular,7.7958,,S,1
193,3,female,19,1,0,Regular,7.8542,,S,1
772,3,male,48,0,0,Regular,7.8542,,S,0
722,3,male,17,1,0,Regular,7.0542,,S,0
641,3,male,20,0,0,Regular,7.8542,,S,0
396,3,male,22,0,0,Regular,7.7958,,S,0
479,3,male,22,0,0,Regular,7.5208,,S,0
176,3,male,18,1,1,Regular,7.8542,,S,0
15,3,female,14,0,0,Regular,7.8542,,S,0
397,3,female,31,0,0,Regular,7.8542,,S,0
570,3,male,32,0,0,Regular,7.8542,,S,1
576,3,male,19,0,0,Regular,14.5,,S,0
761,3,male,,0,0,Regular,14.5,,S,0
251,3,male,,0,0,Regular,7.25,,S,0
166,3,male,9,0,2,Regular,20.525,,S,1
329,3,female,31,1,1,Regular,20.525,,S,1
549,3,male,33,1,1,Regular,20.525,,S,0
759,3,male,34,0,0,Regular,8.05,,S,0
697,3,male,44,0,0,Regular,8.05,,S,0
539,3,male,,0,0,Regular,14.5,,S,0
815,3,male,30.5,0,0,Regular,8.05,,S,0
95,3,male,59,0,0,Regular,7.25,,S,0
462,3,male,34,0,0,Regular,8.05,,S,0
604,3,male,44,0,0,Regular,8.05,,S,0
615,3,male,35,0,0,Regular,8.05,,S,0
80,3,female,30,0,0,Regular,12.475,,S,1
778,3,female,5,0,0,Regular,12.475,,S,1
502,3,female,21,0,0,Regular,7.75,,Q,0
594,3,female,,0,2,Regular,7.75,,Q,0
189,3,male,40,1,1,Regular,15.5,,Q,0
658,3,female,32,1,1,Regular,15.5,,Q,0
768,3,female,30.5,0,0,Regular,7.75,,Q,0
429,3,male,,0,0,Regular,7.75,,Q,0
144,3,male,19,0,0,Regular,6.75,,Q,0
655,3,female,18,0,0,Regular,6.75,,Q,0
302,3,male,,2,0,Regular,23.25,,Q,1
331,3,female,,2,0,Regular,23.25,,Q,1
829,3,male,,0,0,Regular,7.75,,Q,1
215,3,male,,1,0,Regular,7.75,,Q,0
242,3,female,,1,0,Regular,15.5,,Q,1
613,3,female,,1,0,Regular,15.5,,Q,1
209,3,female,16,0,0,Regular,7.75,,Q,1
526,3,male,40.5,0,0,Regular,7.75,,Q,0
389,3,male,,0,0,Regular,7.7292,,Q,0
826,3,male,,0,0,Regular,6.95,,Q,0
197,3,male,,0,0,Regular,7.75,,Q,0
255,3,female,41,0,2,Regular,20.2125,,S,0
425,3,male,18,1,1,Regular,20.2125,,S,0
187,3,female,,1,0,Regular,15.5,,Q,1
365,3,male,,1,0,Regular,15.5,,Q,0
117,3,male,70.5,0,0,Regular,7.75,,Q,0
199,3,female,,0,0,Regular,7.75,,Q,1
47,3,male,,1,0,Regular,15.5,,Q,0
127,3,male,,0,0,Regular,7.75,,Q,0
290,3,female,22,0,0,Regular,7.75,,Q,1
275,3,female,,0,0,Regular,7.75,,Q,1
891,3,male,32,0,0,Regular,7.75,,Q,0
614,3,male,,0,0,Regular,7.75,,Q,0
460,3,male,,0,0,Regular,7.75,,Q,0
110,3,female,,1,0,Regular,24.15,,Q,1
518,3,male,,0,0,Regular,24.15,,Q,0
769,3,male,,1,0,Regular,24.15,,Q,0
161,3,male,44,0,1,Regular,16.1,,S,0
561,3,male,,0,0,Regular,7.75,,Q,0
5,3,male,35,0,0,Regular,8.05,,S,0
78,3,male,,0,0,Regular,8.05,,S,0
786,3,male,25,0,0,Regular,7.25,,S,0
96,3,male,,0,0,Regular,8.05,,S,0
432,3,female,,1,0,Regular,16.1,,S,1
640,3,male,,1,0,Regular,16.1,,S,0
744,3,male,24,1,0,Regular,16.1,,S,0
265,3,female,,0,0,Regular,7.75,,Q,0
511,3,male,29,0,0,Regular,7.75,,Q,1
17,3,male,2,4,1,Regular,29.125,,Q,0
172,3,male,4,4,1,Regular,29.125,,Q,0
279,3,male,7,4,1,Regular,29.125,,Q,0
788,3,male,8,4,1,Regular,29.125,,Q,0
886,3,female,39,0,5,Regular,29.125,,Q,0
261,3,male,,0,0,Regular,7.75,,Q,0
348,3,female,,1,0,Regular,16.1,,S,1
856,3,female,18,0,1,Regular,9.35,,S,1
838,3,male,,0,0,Regular,8.05,,S,0
412,3,male,,0,0,Regular,6.8583,,Q,0
203,3,male,34,0,0,Regular,6.4958,,S,0
787,3,female,18,0,0,Regular,7.4958,,S,1
372,3,male,18,1,0,Regular,6.4958,,S,0
105,3,male,37,2,0,Regular,7.925,,S,0
393,3,male,28,2,0,Regular,7.925,,S,0
86,3,female,33,3,0,Regular,15.85,,S,1
207,3,male,32,1,0,Regular,15.85,,S,0
69,3,female,17,4,2,Regular,7.925,,S,1
51,3,male,7,4,1,Regular,39.6875,,S,0
165,3,male,1,4,1,Regular,39.6875,,S,0
267,3,male,16,4,1,Regular,39.6875,,S,0
639,3,female,41,0,5,Regular,39.6875,,S,0
687,3,male,14,4,1,Regular,39.6875,,S,0
825,3,male,2,4,1,Regular,39.6875,,S,0
529,3,male,39,0,0,Regular,7.925,,S,0
480,3,female,2,0,1,Regular,12.2875,,S,1
38,3,male,21,0,0,Midium,8.05,,S,0
590,3,male,,0,0,Midium,8.05,,S,0
153,3,male,55.5,0,0,Midium,8.05,,S,0
489,3,male,30,0,0,Midium,8.05,,S,0
495,3,male,21,0,0,Midium,8.05,,S,0
566,3,male,24,2,0,Midium,24.15,,S,0
812,3,male,39,0,0,Midium,24.15,,S,0
575,3,male,16,0,0,Midium,8.05,,S,0
426,3,male,,0,0,Midium,7.25,,S,0
52,3,male,21,0,0,Midium,7.8,,S,0
1,3,male,22,1,0,Midium,7.25,,S,0
321,3,male,22,0,0,Midium,7.25,,S,0
228,3,male,20.5,0,0,Midium,7.25,,S,0
213,3,male,22,0,0,Midium,7.25,,S,0
305,3,male,,0,0,Midium,8.05,,S,0
455,3,male,,0,0,Midium,8.05,,S,0
669,3,male,43,0,0,Midium,8.05,,S,0
205,3,male,18,0,0,Midium,8.05,,S,1
483,3,male,50,0,0,Midium,8.05,,S,0
593,3,male,47,0,0,Midium,7.25,,S,0
284,3,male,19,0,0,Midium,8.05,,S,1
422,3,male,21,0,0,Midium,7.7333,,Q,0
13,3,male,20,0,0,Midium,8.05,,S,0
254,3,male,30,1,0,Midium,16.1,,S,0
618,3,female,26,1,0,Midium,16.1,,S,0
133,3,female,47,1,0,Midium,14.5,,S,0
154,3,male,40.5,0,2,Midium,14.5,,S,0
465,3,male,,0,0,Midium,8.05,,S,0
122,3,male,,0,0,Midium,8.05,,S,0
128,3,male,24,0,0,Semimedium,7.1417,,S,1
509,3,male,28,0,0,Semimedium,22.525,,S,0
819,3,male,43,0,0,Semimedium,6.45,,S,0
366,3,male,30,0,0,Semimedium,7.25,,S,0
377,3,female,22,0,0,Semimedium,7.25,,S,1
266,2,male,36,0,0,Upper,10.5,,S,0
440,2,male,31,0,0,Upper,10.5,,S,0
94,3,male,26,1,2,Upper,20.575,,S,0
789,3,male,1,1,2,Upper,20.575,,S,1
34,2,male,66,0,0,Upper,10.5,,S,0
673,2,male,70,0,0,Upper,10.5,,S,0
280,3,female,35,1,1,Upper,20.25,,S,1
747,3,male,16,1,1,Upper,20.25,,S,0
135,2,male,25,0,0,Upper,13,,S,0
235,2,male,24,0,0,Upper,10.5,,S,0
57,2,female,21,0,0,Upper,10.5,,S,1
238,2,female,8,0,2,Upper,26.25,,S,1
638,2,male,31,1,1,Upper,26.25,,S,0
802,2,female,31,1,1,Upper,26.25,,S,1
71,2,male,32,0,0,Upper,10.5,,S,0
146,2,male,19,1,1,Upper,36.75,,S,0
550,2,male,8,1,1,Upper,36.75,,S,1
162,2,female,40,0,0,Upper,15.75,,S,1
59,2,female,5,1,2,Upper,27.75,,S,1
451,2,male,36,1,2,Upper,27.75,,S,0
473,2,female,33,1,2,Upper,27.75,,S,1
349,3,male,3,1,1,Upper,15.9,,S,1
490,3,male,9,1,1,Upper,15.9,,S,1
846,3,male,42,0,0,Upper,7.55,,S,0
498,3,male,,0,0,Upper,15.1,,S,0
884,2,male,28,0,0,Upper,10.5,,S,0
60,3,male,11,5,2,Upper,46.9,,S,0
72,3,female,16,5,2,Upper,46.9,,S,0
387,3,male,1,5,2,Upper,46.9,,S,0
481,3,male,9,5,2,Upper,46.9,,S,0
679,3,female,43,1,6,Upper,46.9,,S,0
684,3,male,14,5,2,Upper,46.9,,S,0
650,3,female,23,0,0,Upper,7.55,,S,1
160,3,male,,8,2,Upper,69.55,,S,0
181,3,female,,8,2,Upper,69.55,,S,0
202,3,male,,8,2,Upper,69.55,,S,0
325,3,male,,8,2,Upper,69.55,,S,0
793,3,female,,8,2,Upper,69.55,,S,0
847,3,male,,8,2,Upper,69.55,,S,0
864,3,female,,8,2,Upper,69.55,,S,0
212,2,female,35,0,0,Fancy,21,,S,1
315,2,male,43,1,1,Fancy,26.25,,S,0
441,2,female,45,1,1,Fancy,26.25,,S,1
536,2,female,7,0,2,Fancy,26.25,,S,1
459,2,female,50,0,0,Fancy,10.5,,S,1
155,3,male,,0,0,Fancy,7.3125,,S,0
180,3,male,36,0,0,Lower,0,,S,0
272,3,male,25,0,0,Lower,0,,S,1
303,3,male,19,0,0,Lower,0,,S,0
598,3,male,49,0,0,Lower,0,,S,0
309,2,male,30,1,0,SuperFancy,24,,C,0
875,2,female,28,1,0,SuperFancy,24,,C,1
169,1,male,,0,0,SuperFancy,25.925,,S,0
257,1,female,,0,0,SuperFancy,79.2,,C,1
156,1,male,51,0,1,SuperFancy,61.3792,,C,0
794,1,male,,0,0,SuperFancy,30.6958,,C,0
31,1,male,40,0,0,SuperFancy,27.7208,,C,0
514,1,female,54,1,0,SuperFancy,59.4,,C,1
35,1,male,28,1,0,SuperFancy,82.1708,,C,0
376,1,female,,1,0,SuperFancy,82.1708,,C,1
65,1,male,,0,0,SuperFancy,27.7208,,C,0
494,1,male,71,0,0,SuperFancy,49.5042,,C,0
335,1,female,,1,0,SuperFancy,133.65,,S,1
661,1,male,50,2,0,SuperFancy,133.65,,S,1
296,1,male,,0,0,SuperFancy,27.7208,,C,0
259,1,female,35,0,0,SuperFancy,512.3292,,C,1
381,1,female,42,0,0,SuperFancy,227.525,,C,1
558,1,male,,0,0,SuperFancy,227.525,,C,0
374,1,male,22,0,0,SuperFancy,135.6333,,C,0
538,1,female,30,0,0,SuperFancy,106.425,,C,1
226,3,male,22,0,0,SuperFancy,9.35,,S,0
46,3,male,,0,0,FancyUltra,8.05,,S,0
818,2,male,31,1,1,FancyUltra,37.0042,,C,0
828,2,male,1,0,2,FancyUltra,37.0042,,C,1
842,2,male,16,0,0,FancyUltra,10.5,,S,0
649,3,male,,0,0,FancyUltra,7.55,,S,0
73,2,male,21,0,0,FancyUltra,73.5,,S,0
121,2,male,21,2,0,FancyUltra,73.5,,S,0
386,2,male,18,0,0,FancyUltra,73.5,,S,0
656,2,male,24,2,0,FancyUltra,73.5,,S,0
666,2,male,32,2,0,FancyUltra,73.5,,S,0
151,2,male,51,0,0,FancyUltra,12.525,,S,0
68,3,male,19,0,0,FancyUltra,8.1583,,S,0
571,2,male,62,0,0,FancyUltra,10.5,,S,1
390,2,female,17,0,0,FancyUltra,12,,C,1
595,2,male,37,1,0,FancyUltra,26,,S,0
433,2,female,42,1,0,FancyUltra,26,,S,1
44,2,female,3,1,2,FancyUltra,41.5792,,C,1
609,2,female,22,1,2,FancyUltra,41.5792,,C,1
686,2,male,25,1,2,FancyUltra,41.5792,,C,0
182,2,male,,0,0,FancyUltra,15.05,,C,0
136,2,male,23,0,0,FancyUltra,15.0458,,C,0
548,2,male,,0,0,FancyUltra,13.8625,,C,1
867,2,female,27,1,0,FancyUltra,13.8583,,C,1
362,2,male,29,1,0,FancyUltra,27.7208,,C,0
240,2,male,33,0,0,FancyUltra,12.275,,S,0
85,2,female,17,0,0,FancyUltra,10.5,,S,1
612,3,male,,0,0,FancyUltraMax,7.05,,S,0
466,3,male,38,0,0,FancyUltraMax,7.05,,S,0
132,3,male,20,0,0,FancyUltraMax,7.05,,S,0
364,3,male,35,0,0,FancyUltraMax,7.05,,S,0
211,3,male,24,0,0,FancyUltraMax,7.05,,S,0
785,3,male,25,0,0,FancyUltraMax,7.05,,S,0
565,3,female,,0,0,FancyUltraMax,8.05,,S,0
762,3,male,41,0,0,FancyUltraMax,7.125,,S,0
841,3,male,20,0,0,FancyUltraMax,7.925,,S,0
512,3,male,,0,0,FancyUltraMax,8.05,,S,0
492,3,male,21,0,0,FancyUltraMax,7.25,,S,0
885,3,male,25,0,0,FancyUltraMax,7.05,,S,0
564,3,male,,0,0,FancyUltraMax,8.05,,S,0
88,3,male,,0,0,FancyUltraMax,8.05,,S,0
221,3,male,16,0,0,FancyUltraMax,8.05,,S,1
158,3,male,30,0,0,FancyUltraMax,8.05,,S,0
415,3,male,44,0,0,FancyUltraMax,7.925,,S,1
591,3,male,35,0,0,FancyUltraMax,7.125,,S,0
434,3,male,17,0,0,FancyUltraMax,7.125,,S,0
244,3,male,22,0,0,FancyUltraMax,7.125,,S,0
174,3,male,21,0,0,FancyUltraMax,7.925,,S,0
665,3,male,20,1,0,FancyUltraMax,7.925,,S,1
580,3,male,32,0,0,FancyUltraMax,7.925,,S,1
745,3,male,31,0,0,FancyUltraMax,7.925,,S,1
401,3,male,39,0,0,FancyUltraMax,7.925,,S,1
637,3,male,32,0,0,FancyUltraMax,7.925,,S,0
383,3,male,32,0,0,FancyUltraMax,7.925,,S,0
116,3,male,21,0,0,FancyUltraMax,7.925,,S,0
730,3,female,25,1,0,FancyUltraMax,7.925,,S,0
143,3,female,24,1,0,FancyUltraMax,15.85,,S,1
404,3,male,28,1,0,FancyUltraMax,15.85,,S,0
3,3,female,26,0,0,FancyUltraMax,7.925,,S,1
217,3,female,27,0,0,FancyUltraMax,7.925,,S,1
817,3,female,23,0,0,FancyUltraMax,7.925,,S,0
227,2,male,19,0,0,FancyUltraMax,10.5,,S,1
527,2,female,50,0,0,FancyUltraMaxPro,10.5,,S,1
243,2,male,29,0,0,FancyUltraMaxPro,10.5,,S,0
784,3,male,,1,2,FancyUltraMaxPro,23.45,,S,0
889,3,female,,1,2,FancyUltraMaxPro,23.45,,S,0
87,3,male,16,1,3,FancyUltraMaxPro,34.375,,S,0
148,3,female,9,2,2,FancyUltraMaxPro,34.375,,S,0
437,3,female,21,2,2,FancyUltraMaxPro,34.375,,S,0
737,3,female,48,1,3,FancyUltraMaxPro,34.375,,S,0
236,3,female,,0,0,FancyUltraMaxPro,7.55,,S,0
220,2,male,30,0,0,FancyUltraMaxPro,10.5,,S,0
